000000.png: [0.5214500094539749, -0.853281833651959]
005550.png: [0.13216372009101796, -0.9912279006826347]
005560.png: [-0.658504607868518, -0.7525766947068778]
005570.png: [0.0, -1.0]
005580.png: [-0.6305926250944657, -0.7761140001162655]
005590.png: [-0.17888543819998318, -0.9838699100999074]
005600.png: [0.12403473458920847, -0.9922778767136677]
005610.png: [-0.4008188340197078, -0.9161573349021892]
005620.png: [-0.6, -0.8]
005630.png: [-0.2216211035889681, -0.9751328557914597]
005640.png: [-0.23162052730603974, -0.9728062146853669]
005650.png: [-0.6246950475544243, -0.7808688094430304]
005660.png: [-0.21693045781865616, -0.9761870601839528]
005670.png: [0.5038710255240862, -0.8637789008984335]
005680.png: [0.4008188340197078, -0.9161573349021892]
005690.png: [0.1643989873053573, -0.9863939238321437]
005700.png: [-0.2290393337255473, -0.973417168333576]
005710.png: [-0.40613846605344767, -0.9138115486202573]
005720.png: [0.5547001962252291, -0.8320502943378437]
005730.png: [0.5547001962252291, -0.8320502943378437]
005740.png: [0, 0]
005750.png: [0.24253562503633297, -0.9701425001453319]
005760.png: [0.10653312363426524, -0.994309153919809]
005770.png: [-0.5692099788303083, -0.8221921916437787]
005780.png: [-0.4190581774617469, -0.9079593845004517]
005790.png: [0, 0]
005800.png: [0.07387168551531177, -0.997267754456709]
005810.png: [-0.24253562503633297, -0.9701425001453319]
005820.png: [0.14654866108946232, -0.9892034623538708]
005830.png: [0.07974522228289, -0.996815278536125]
005840.png: [0.1871121078899952, -0.9823385664224747]
005850.png: [-0.6196442885790207, -0.7848827655334262]
005860.png: [0.24253562503633297, -0.9701425001453319]
005870.png: [-0.5547001962252291, -0.8320502943378437]
005880.png: [-0.6536198703460924, -0.7568230077691596]
005890.png: [0.23162052730603974, -0.9728062146853669]
005900.png: [-0.24253562503633297, -0.9701425001453319]
005910.png: [-0.5368754921931592, -0.8436614877321075]
005920.png: [-0.1414213562373095, -0.9899494936611665]
005930.png: [-0.1414213562373095, -0.9899494936611665]
005940.png: [-0.5646839155919902, -0.8253072612498318]
005950.png: [-0.25997347344787264, -0.9656157585206697]
005960.png: [0.18428853505018536, -0.9828721869343219]
005970.png: [0.31622776601683794, -0.9486832980505138]
005980.png: [0.19611613513818404, -0.9805806756909201]
005990.png: [-0.1028991510855053, -0.9946917938265513]
006000.png: [-0.5432512781572743, -0.8395701571521512]
006010.png: [0.17378533390904768, -0.9847835588179369]
006020.png: [0.21693045781865616, -0.9761870601839528]
006030.png: [-0.27472112789737807, -0.9615239476408232]
006040.png: [0.18884739365012448, -0.9820064469806473]
006050.png: [0.07669649888473704, -0.9970544855015815]
006060.png: [-0.47409982303501746, -0.8804710999221753]
006070.png: [-0.4472135954999579, -0.8944271909999159]
006080.png: [-0.6, -0.8]
006090.png: [-0.6, -0.8]
006100.png: [0.07669649888473704, -0.9970544855015815]
006110.png: [-0.6246950475544243, -0.7808688094430304]
006120.png: [0.2873478855663454, -0.9578262852211513]
006130.png: [-0.09053574604251853, -0.9958932064677039]
006140.png: [-0.3271105638831663, -0.9449860734402582]
006150.png: [-0.7071067811865476, -0.7071067811865476]
006160.png: [-0.6246950475544243, -0.7808688094430304]
006170.png: [-0.2060104810498419, -0.9785497849867489]
006180.png: [-0.6665384590717454, -0.745470645014452]
006190.png: [-0.23162052730603974, -0.9728062146853669]
006200.png: [0, 0]
006210.png: [-0.13216372009101796, -0.9912279006826347]
006220.png: [-0.5547001962252291, -0.8320502943378437]
006230.png: [-0.04163054471218133, -0.999133073092352]
006240.png: [-0.3713906763541037, -0.9284766908852593]
006250.png: [-0.12403473458920847, -0.9922778767136677]
006260.png: [0.09480909262799544, -0.9954954725939521]
006270.png: [-0.6332377902572627, -0.773957299203321]
006280.png: [-0.413802944301184, -0.9103664774626047]
006290.png: [-0.5038710255240862, -0.8637789008984335]
006300.png: [-0.1643989873053573, -0.9863939238321437]
006310.png: [0.2290393337255473, -0.973417168333576]
006320.png: [-0.6, -0.8]
006330.png: [-0.19611613513818402, -0.9805806756909201]
006340.png: [0.3624462611549484, -0.9320046715412958]
006350.png: [-0.09950371902099892, -0.9950371902099892]
006360.png: [-0.1871121078899952, -0.9823385664224747]
006370.png: [-0.06651901052377393, -0.9977851578566089]
006380.png: [-0.38461538461538464, -0.9230769230769231]
006390.png: [0.2940858488375231, -0.95577900872195]
006400.png: [-0.086629616364842, -0.996240588195683]
006410.png: [-0.5432512781572743, -0.8395701571521512]
006420.png: [0.1871121078899952, -0.9823385664224747]
006430.png: [-0.08304547985373997, -0.9965457582448796]
006440.png: [-0.2873478855663454, -0.9578262852211513]
006450.png: [-0.11043152607484653, -0.9938837346736188]
006460.png: [-0.5547001962252291, -0.8320502943378437]
006470.png: [0, 0]
006480.png: [0.27472112789737807, -0.9615239476408232]
006490.png: [-0.5038710255240862, -0.8637789008984335]
006500.png: [-0.24253562503633297, -0.9701425001453319]
006510.png: [-0.3363363969981562, -0.9417419115948374]
006520.png: [0.1168412475673972, -0.9931506043228762]
006530.png: [0.06237828615518053, -0.9980525784828885]
006540.png: [-0.3363363969981562, -0.9417419115948374]
006550.png: [0.10653312363426524, -0.994309153919809]
006560.png: [-0.20395425411200105, -0.9789804197376051]
006570.png: [0.10653312363426524, -0.994309153919809]
006580.png: [-0.06049506040189035, -0.9981684966311908]
006590.png: [-0.12797133763019677, -0.9917778666340251]
006600.png: [-0.1643989873053573, -0.9863939238321437]
006610.png: [-0.5038710255240862, -0.8637789008984335]
006620.png: [-0.5766831975986553, -0.8169678632647616]
006630.png: [0.2124296443310437, -0.9771763639228009]
006640.png: [-0.19611613513818404, -0.9805806756909201]
006650.png: [-0.853281833651959, -0.5214500094539749]
006660.png: [-0.3559953275919878, -0.9344877349289681]
006670.png: [-0.3417430630867044, -0.939793423488437]
006680.png: [-0.8169678632647616, -0.5766831975986553]
006690.png: [-0.34570535882735637, -0.9383431168171101]
006700.png: [0.1643989873053573, -0.9863939238321437]
006710.png: [-0.8411784753765535, -0.5407575913134987]
006720.png: [-0.847998304005088, -0.52999894000318]
006730.png: [-0.8574929257125441, -0.5144957554275265]
006740.png: [-0.6357072528610997, -0.7719302356170498]
006750.png: [-0.8944271909999159, -0.4472135954999579]
006760.png: [-0.18428853505018536, -0.9828721869343219]
006770.png: [-0.8395701571521512, -0.5432512781572743]
006780.png: [-0.34570535882735637, -0.9383431168171101]
006790.png: [0.303203657276947, -0.9529257800132619]
006800.png: [-0.1643989873053573, -0.9863939238321437]
006810.png: [-0.04343722427630694, -0.9990561583550596]
006820.png: [0.0, -1.0]
006830.png: [-0.5812381937190965, -0.813733471206735]
006840.png: [0.3328201177351375, -0.9429903335828895]
006850.png: [0.037011660509880265, -0.9993148337667671]
006860.png: [-0.5070201265633938, -0.8619342151577695]
006870.png: [-0.05547001962252291, -0.9984603532054125]
006880.png: [0.25096215878372613, -0.9679968981658008]
006890.png: [-0.31622776601683794, -0.9486832980505138]
006900.png: [0.0, -1.0]
006910.png: [0.0, -1.0]
006920.png: [-0.5432512781572743, -0.8395701571521512]
006930.png: [-0.11043152607484653, -0.9938837346736188]
006940.png: [0.0, -1.0]
006950.png: [-0.058722021951470346, -0.9982743731749958]
006960.png: [-0.38805700005813276, -0.9216353751380653]
006970.png: [-0.09950371902099892, -0.9950371902099892]
006980.png: [-0.47058823529411764, -0.8823529411764706]
006990.png: [0.4190581774617469, -0.9079593845004517]
007000.png: [-0.1414213562373095, -0.9899494936611665]
007010.png: [0, 0]
007020.png: [0.242535625036333, -0.970142500145332]
007030.png: [-0.31622776601683794, -0.9486832980505139]
007040.png: [-0.04343722427630694, -0.9990561583550596]
007050.png: [0.48564293117863205, -0.8741572761215377]
007060.png: [-0.34570535882735637, -0.9383431168171101]
007070.png: [0.4190581774617469, -0.9079593845004517]
007080.png: [0.08304547985373997, -0.9965457582448796]
007090.png: [-0.08304547985373997, -0.9965457582448796]
007100.png: [0.1028991510855053, -0.9946917938265513]
007110.png: [-0.19611613513818402, -0.9805806756909201]
007120.png: [0.38461538461538464, -0.9230769230769231]
007130.png: [-0.20952908873087345, -0.9778024140774094]
007140.png: [-0.05547001962252291, -0.9984603532054125]
007150.png: [0.2940858488375231, -0.95577900872195]
007160.png: [0.5766831975986553, -0.8169678632647616]
007170.png: [-0.06237828615518053, -0.9980525784828885]
007180.png: [0.5263546146162954, -0.8502651466878618]
007190.png: [0.06049506040189035, -0.9981684966311908]
007200.png: [0.08304547985373997, -0.9965457582448796]
007210.png: [-0.25242189714700275, -0.9676172723968438]
007220.png: [0, 0]
007230.png: [0.4788521306805733, -0.8778955729143844]
007240.png: [0.039968038348871575, -0.9992009587217894]
007250.png: [-0.682318250360011, -0.7310552682428689]
007260.png: [-0.3559953275919878, -0.9344877349289681]
007270.png: [-0.3303504247281061, -0.9438583563660173]
007280.png: [-0.7556890827898176, -0.6549305384178419]
007290.png: [-0.4008188340197078, -0.9161573349021892]
007300.png: [0.19611613513818402, -0.9805806756909201]
007310.png: [-0.52999894000318, -0.847998304005088]
007320.png: [-0.7863183388224225, -0.6178215519319035]
007330.png: [-0.5547001962252291, -0.8320502943378437]
007340.png: [-0.31622776601683794, -0.9486832980505139]
007350.png: [-0.7071067811865476, -0.7071067811865476]
007360.png: [0.1168412475673972, -0.9931506043228762]
007370.png: [-0.7327934916262993, -0.6804510993672779]
007380.png: [-0.13511320473331348, -0.9908301680442989]
007390.png: [0.13216372009101796, -0.9912279006826347]
007400.png: [-0.6986393383133878, -0.7154740211643128]
007410.png: [0.12933918406776806, -0.9916004111862218]
007420.png: [-0.19611613513818404, -0.9805806756909201]
007430.png: [-0.14654866108946232, -0.9892034623538708]
007440.png: [-0.39391929857916763, -0.9191450300180578]
007450.png: [-0.4061384660534476, -0.9138115486202572]
007460.png: [-0.20395425411200105, -0.9789804197376051]
007470.png: [0.13216372009101796, -0.9912279006826347]
007480.png: [-0.1643989873053573, -0.9863939238321437]
007490.png: [-0.5665288228870652, -0.8240419241993676]
007500.png: [0.1559625734730109, -0.9877629653290692]
007510.png: [0.09950371902099892, -0.9950371902099892]
007520.png: [-0.4472135954999579, -0.8944271909999159]
007530.png: [0.242535625036333, -0.970142500145332]
007540.png: [-0.3417430630867044, -0.939793423488437]
007550.png: [-0.2124296443310437, -0.9771763639228009]
007560.png: [0.04993761694389223, -0.9987523388778445]
007570.png: [0.05121475197315839, -0.9986876634765887]
007580.png: [-0.21369687880543226, -0.9769000173962618]
007590.png: [0.03446227583977888, -0.9994059993535875]
007600.png: [0, 0]
007610.png: [0.3786328457205041, -0.9255469562056767]
007620.png: [-0.3713906763541037, -0.9284766908852593]
007630.png: [-0.05547001962252291, -0.9984603532054125]
007640.png: [0, 0]
007650.png: [-0.5750920580335175, -0.8180887022730319]
007660.png: [0.03331483023263848, -0.9994449069791543]
007670.png: [-0.16007115855366244, -0.9871054777475851]
007680.png: [-0.19086965910222414, -0.9816153896685813]
007690.png: [0.3344098451707649, -0.9424277454812465]
007700.png: [0.4103646773287979, -0.9119215051751064]
007710.png: [-0.07669649888473704, -0.9970544855015815]
007720.png: [0, 0]
007730.png: [-0.6, -0.8]
007740.png: [-0.5240974256643347, -0.851658316704544]
007750.png: [0.5368754921931592, -0.8436614877321075]
007760.png: [-0.5144957554275265, -0.8574929257125441]
007770.png: [0.554700196225229, -0.8320502943378436]
007780.png: [-0.1643989873053573, -0.9863939238321437]
007790.png: [0.05547001962252291, -0.9984603532054125]
007800.png: [0.058722021951470346, -0.9982743731749958]
007810.png: [-0.9863939238321437, 0.1643989873053573]
007820.png: [0.09053574604251853, -0.9958932064677039]
007830.png: [0.0, -1.0]
007840.png: [0.1414213562373095, -0.9899494936611665]
007850.png: [0.0, -1.0]
007860.png: [-0.2498780190217697, -0.9682773237093576]
007870.png: [-0.17888543819998318, -0.9838699100999075]
007880.png: [0.0, -1.0]
007890.png: [0.3344098451707649, -0.9424277454812465]
007900.png: [0.0, -1.0]
007910.png: [0.31622776601683794, -0.9486832980505138]
007920.png: [0.1592324388246205, -0.9872411207126471]
007930.png: [0.14654866108946232, -0.9892034623538708]
007940.png: [-0.17888543819998318, -0.9838699100999075]
007950.png: [-0.27472112789737807, -0.9615239476408232]
007960.png: [-0.27472112789737807, -0.9615239476408232]
007970.png: [0.06880209161537815, -0.997630328422983]
007980.png: [0.1028991510855053, -0.9946917938265513]
007990.png: [0.19611613513818404, -0.9805806756909202]
008000.png: [-0.07124704998790965, -0.9974586998307351]
008010.png: [0.19611613513818404, -0.9805806756909202]
008020.png: [-0.07124704998790965, -0.9974586998307351]
008030.png: [0.037011660509880265, -0.9993148337667671]
008040.png: [0.19611613513818404, -0.9805806756909202]
008050.png: [-0.2290393337255473, -0.973417168333576]
008060.png: [-0.18428853505018536, -0.9828721869343219]
008070.png: [0.0808158687660548, -0.9967290481146759]
008080.png: [0.03569153051241249, -0.9993628543475496]
008090.png: [-0.554700196225229, -0.8320502943378436]
008100.png: [0.2060104810498419, -0.9785497849867489]
008110.png: [-0.554700196225229, -0.8320502943378436]
008120.png: [-0.46135273664198945, -0.8872168012345951]
008130.png: [-0.07124704998790965, -0.9974586998307351]
008140.png: [-0.11821288978511235, -0.9929882741949437]
008150.png: [-0.03569153051241249, -0.9993628543475496]
008160.png: [-0.03446227583977888, -0.9994059993535875]
008170.png: [-0.2982749931359468, -0.9544799780350297]
008180.png: [0.04343722427630694, -0.9990561583550596]
008190.png: [-0.17378533390904768, -0.9847835588179369]
008200.png: [0.06438227799796505, -0.9979253089684582]
008210.png: [0.04163054471218133, -0.999133073092352]
008220.png: [0.2290393337255473, -0.973417168333576]
008230.png: [0.03224129401095805, -0.9994801143396995]
008240.png: [0.5144957554275265, -0.8574929257125441]
008250.png: [0.4472135954999579, -0.8944271909999159]
008260.png: [0.5432512781572743, -0.8395701571521512]
008270.png: [0.0, -1.0]
008280.png: [-0.31622776601683794, -0.9486832980505138]
008290.png: [0.04343722427630694, -0.9990561583550596]
008300.png: [-0.10468478451804275, -0.9945054529214061]
008310.png: [0.18428853505018536, -0.9828721869343219]
008320.png: [0.04163054471218133, -0.999133073092352]
008330.png: [0.5010362705417046, -0.8654262854811262]
008340.png: [0.45864291977025223, -0.8886206570548637]
008350.png: [-0.09632419486019034, -0.9953500135553002]
008360.png: [-0.3417430630867044, -0.939793423488437]
008370.png: [-0.4257970363298796, -0.9048187022009941]
008380.png: [0.28216632399155017, -0.9593655015712707]
008390.png: [-0.4257970363298796, -0.9048187022009941]
008400.png: [-0.09632419486019034, -0.9953500135553002]
008410.png: [0.4830773429113347, -0.8755776840267941]
008420.png: [0.4594229188737666, -0.8882176431559488]
008430.png: [0.2676438637860946, -0.9635179096299405]
008440.png: [-0.38074980525429486, -0.924678098474716]
008450.png: [-0.13216372009101796, -0.9912279006826347]
008460.png: [-0.13216372009101796, -0.9912279006826347]
008470.png: [-0.18428853505018536, -0.9828721869343219]
008480.png: [0.5144957554275266, -0.8574929257125442]
008490.png: [-0.09950371902099892, -0.9950371902099892]
008500.png: [-0.09950371902099892, -0.9950371902099892]
008510.png: [0.0, -1.0]
008520.png: [-0.1643989873053573, -0.9863939238321437]
008530.png: [-0.09053574604251853, -0.9958932064677039]
008540.png: [-0.12933918406776806, -0.9916004111862218]
008550.png: [-0.09950371902099892, -0.9950371902099892]
008560.png: [0.47409982303501746, -0.8804710999221753]
008570.png: [0, 0]
008580.png: [-0.38805700005813276, -0.9216353751380653]
008590.png: [-0.12403473458920847, -0.9922778767136677]
008600.png: [-0.12403473458920847, -0.9922778767136677]
008610.png: [0.39391929857916763, -0.9191450300180578]
008620.png: [0.27472112789737807, -0.9615239476408232]
008630.png: [-0.1414213562373095, -0.9899494936611665]
008640.png: [-0.52999894000318, -0.847998304005088]
008650.png: [0, 0]
008660.png: [0.1520571842539411, -0.9883716976506172]
008670.png: [-0.49026123963255896, -0.8715755371245493]
008680.png: [-0.13216372009101796, -0.9912279006826347]
008690.png: [-0.3786328457205041, -0.9255469562056767]
008700.png: [0.43474906583117584, -0.9005516363645786]
008710.png: [0.48860336893184325, -0.8725060159497201]
